Kali,No. 284,0,hip hop|neo soul|pop folk|chalga|power violence|world music|psychedelic trance|eurodance|techno|brutal death metal|reggae|heavy metal|electronic|female vocalist|psychedelic|latin|united states|raga|pop|folk|world|eurovision|ethnic|italy|folklore|balkan|slovak|bulgarian|tff rudolstadt|french|polish hip hop|eurosong|martinique|funk soul|french caribbean,0.399265149721,,0.0,601.99138000000005,128.999,598.32000000000005
Neil Sedaka,Superbird,0,brill building pop|soft rock|pop rock|doo-wop|teen pop|ballad|chanson|rock 'n roll|space age pop|cabaret|vocal jazz|rock|oldies|video game music|rockabilly|easy listening|pop|disco|reggae|classic rock|jazz|united states|alternative rock|singer-songwriter|vocal|male vocalist|60s|50s|soul|germany|american|new age|mellow|electronic|lounge|hardcore|classical|70s|classic|male|new york|piano,0.444025681011,classic pop and rock,0.0,256.99220000000003,159.184,249.38800000000001
Nicole C. Mullen,Shooby (Live Version),0,ccm|funk|soft rock|pop rock|ballad|art rock|nu metal|pop|hip hop|alternative rock|female vocalist|christmas music|adult contemporary|rock|singer-songwriter|gospel|christian|vocal|contemporary christian|song writer|electronic|instrumental|soul|holiday|worship music|united states|funk soul|inspirational|praise & worship|christian woman|christian pop|black gospel|contemporary gospel|gospel jams|gospel soul|r&b,0.439024561207,,0.0,237.16525999999999,104.039,237.16499999999999
Eden's Bridge,By My Spirit  (),0,celtic|religious music|christian rock|folk rock|progressive rock|folk|christian|worship music|ambient|new age|christmas music|roots|uplifting|spiritual|soothing|inspirational|celtic folk|holiday|celtic worship|celtic pop|hymns|iona|r&b,0.346683794514,,0.0,337.13587000000001,79.129999999999995,311.98899999999998
Eagles,I Don't Want To Hear Any More,2007,country rock|soft rock|southern rock|pop rock|folk rock|classic rock|ballad|easy listening|hard rock|blues-rock|oldies|rock|rockabilly|grunge|blues|70s|emo|progressive rock|male vocalist|country|pop|american|funk|alternative rock|80s|soundtrack|heavy metal|mellow|guitar|folk|jazz|acoustic|techno|hip hop|alternative|indie rock|electronic,0.681987760426,rock|folk rock|country rock|american|classic pop and rock,0.0,261.17178999999999,92.186000000000007,251.82599999999999
Edmundo Ros,Congo,0,samba|jazz funk|ragtime|latin jazz|easy listening|dancehall|soft rock|pop rock|jazz|big band|disco|soundtrack|blues|oldies|latin|classic rock|classical|pop|rock|instrumental|lounge|orchestral pop|percussion|folk|world|country|comedy|poetry|bebop|funk soul|rusbeh|venezuela|children music|bossa nova|story,0.323634923325,,0.0,168.88118,199.89400000000001,152.66499999999999
The Allies,Bewitched_ Bothered & Bewildered,0,ccm|turnablism|illbient|pop rock|hip hop|rock|ska|new wave|indie rock|classic rock|gospel|adult contemporary|contemporary christian|indie|punk|alternative|metal|underground hip hop|pop|hardcore|washington|r&b,0.349161154799,,0.0,213.13261,72.777000000000001,213.13300000000001
R.E.M.,Stumble,1982,jangle pop|alternative rock|rock|pop|alternative|college rock|garage rock|california|classic rock|punk|jazz|guitar|soundtrack|experimental|folk|indie rock|psychedelic|melodic|political|indie|party music|instrumental|country|alternative pop|modern|melancholia|jangle|soul|soft|college|electronic|gothic|beautiful|noise,0.623835200923,alternative rock|rock|américain|usa|jangle pop|rock and indie|pop rock|georgia|athens|american|college rock,0.0,340.11383000000001,153.833,328.37700000000001
Big Rich featuring Devo,Taking Over,0,hyphy|gangster rap|neo soul|hip hop|rap|spiritual|san francisco bay area|west coast rap|christian|urban|contemporary gospel|west coast|san francisco|new jersey|r&b,0.407364773711,,0.0,254.58893,86.611999999999995,254.589
Bon Jovi,Till We Ain't Strangers Anymore,2008,rock|pop|metal|arena rock|ballad|hard rock|soundtrack|acoustic|classic|song writer|cover|party music|vocal|heavy|beautiful|original|piano|adult contemporary|guitar|united states|80s,0.71889145567,hard rock|rock|glam metal|metal|american|pop and chart,0.0,318.09260999999998,141.22300000000001,313.10399999999998
Dale Russ / Finn MacGinty,Reels: Old Joes / the Cliffs of Moher / the clips of mohair / the slightly less-well-informed maid,0,lullaby|irish|traditional|humorous|guitar,0.0,,0.0,261.85097999999999,121.733,251.87799999999999
Sheek Louch,Die Slow,2009,gangster rap|neo soul|game|hip hop|east coast hip hop|rap|east coast rap|hardcore rap|chill-out|r&b|new york|east coast|american|soul|new york city|gangsta|brooklyn|rap us|massachusetts|street music|new york rap,0.449818173111,,0.0,64.652609999999996,157.696,57.789000000000001
Papp'os Blues,El Hombre De La Valija (Rock),0,blues-rock|rock 'n roll|argentine rock|blues|psychedelic rock|classic rock|hard rock|rock|70s|psychedelic|guitar|latin|argentina|latin pop|experimental|rock argentina|intense|rock nacional|argentinian|africa|magnolia,0.403689030121,,0.0,418.45506,132.636,389.83999999999997
Najoua Belyzel,Ma vie n'est pas la tienne (album),2009,europop|eurodance|electropop|brutal death metal|pop rock|dance|female vocalist|electronic|singer-songwriter|house|electronica|french|pop|french pop|melancholia|belgium|indie|alternative|female|female vocals|00s|germany|beautiful|sexy|sad|francophone|solo|european|singer|solo artist|chanson francaise|morocco|french touch|gaycore|artiste francais|alternative rock,0.0,,0.0,237.71383,112.965,229.959
Furry Lewis,Judge Harsh Blues (Tk. 1),0,country blues|delta blues|piedmont blues|blues|memphis blues|east coast blues|bluegrass|blues-rock|chicago blues|electric blues|folk|country|male vocalist|guitar|world|acoustic blues|mondiovision|50s|american|united states|southern soul|acoustic|blues guitar|mississippi|shaman|cajun|guitar blues|blues revival|mississippi blues|fat possum|american roots,0.368054038751,,0.0,151.97995,123.111,142.965
Dark Shadows,Carolyn & Barnabas,0,psychobilly|female vocals,0.24251484921,,0.0,79.803629999999998,158.38900000000001,71.302999999999997
Jennifer Lopez,I'm Glad,2002,dance pop|pop|latin|urban|latin pop|ballad|club|rap|singer|vocal|romantic|sexy|party music|cover,0.56091265733,pop and chart,0.0,224.39138,93.950000000000003,212.21299999999999
Jane Winther,Singing  Bowls_Saxophone & Voice,0,meditation,0.345284772988,,0.0,329.42975000000001,76.009,299.18299999999999
Vincent Baguian,Chanson Populaire,0,chanson|pop|los angeles|french|french pop|jungle music|disco|duo|world reggae,0.372229882276,french,0.0,167.65342000000001,88.239999999999995,164.78
Bobby Darin,"Theme From ""Come September"" (LP Version)",2003,brill building pop|folk rock|folk-pop|vocal jazz|easy listening|pop rock|rock 'n roll|chill-out|rock|piano blues|doo-wop|oldies|jazz|rockabilly|smooth jazz|blues|pop|classic rock|psychedelic|soundtrack|male vocalist|united states|singer-songwriter|traditional pop|big band|vocal|female vocalist|swing|punk|lounge|soul|50s|male|folk|alternative|american|classic|60s|mellow|beautiful|country|avant-garde,0.469425907976,american|rock|big band|pop|rock and roll|easy listening soundtracks and musicals|folk,0.0,155.6371,108.462,146.20400000000001
Seventh Day Slumber,Famous One,2009,christian rock|christian alternative rock|christian hip hop|modern rock|christian metal|alternative metal|nu metal|christian music|post-grunge|ccm|gospel|contemporary christian|grunge|alternative rock|hard rock|rock|emo|christian|alternative|punk|american|pop|texas|worship music|loud|international|earth,0.509243098679,,0.0,265.82159000000001,118.62,261.05000000000001
David Rose & His Orchestra,One Love,2004,orchestra|space age pop|easy listening|jazz|oldies|instrumental|lounge|classical|pop|retro|sexy|60s|50s|united states,0.305024582249,,0.0,179.98321999999999,84.688000000000002,165.83699999999999
Mr Brown,So Say I,0,happy hardcore|gabba|glam rock|electro|glitch|techno|electronic|garage rock|pop punk|hardcore|new wave|classic rock|progressive rock|hip hop|dance|indie rock|rock|experimental|breakbeat|power pop|metal|punk|psychedelic|alternative|house|swedish|germany|spain|hardcore rap|rock 'n roll|protopunk|hamburg|indie|alternative rock,0.0,,0.0,147.1473,140.25200000000001,139.17500000000001
Pitch Black,Big Trouble Upstairs,0,chill-out|dub|dubstep|hip hop|thrash metal|downtempo|drum and bass|electronica|california|melodic death metal|hardcore rap|east coast rap|reggae|rap|techno|intelligent dance music|new zealand|electronic|underground hip hop|ambient|psychedelic trance|rock|punk|metal|hardcore|psychedelic|lounge|underground|new york|underground rap|groovy|portugal|psychedelic chill|downbeat|alternative|brooklyn|ambient dub|psychedelic ambient|new zealand music|electro dub,0.429513639801,,0.0,283.32362999999998,118.926,273.90800000000002
Reptil,Siempre,0,rumba|los angeles|jazz|minimal|fusion|rock|mix|guitar|bass,0.26702622085,,0.0,220.3424,120.0,212.25399999999999
YZ,One Thing,0,hip hop|rap|trip hop|breakbeat|downtempo|soundtrack|jazz|electronica|rock|pop|soul|acid|90s|old school|electronic|alternative|vocal|ambient|sexy|new york|lounge|underground|classic|dj|urban|master|political rap,0.290403491356,,0.0,267.59791000000001,89.995000000000005,248.40700000000001
Les Rythmes Digitales feat. Nik Kershaw,Sometimes,1999,big beat|breakbeat|trip hop|electro|downtempo|progressive house|electronic|tech house|disco|hip hop|house|uk garage|techno|hard house|future jazz|trance|deep house|synthpop|dub|broken beat|italian disco|british pop|illbient|chill-out|speed garage|electric blues|electronica|acid jazz|electroclash|dream pop|electropop|alternative rock|indie rock|progressive trance|new wave|rock|pop rock|drum and bass|dance|ska|reggae|emo|blues|indie pop|hard rock|jazz|funk|pop,0.376066361452,uk|british|english|dance and electronica,0.0,297.45587,123.82899999999999,292.65899999999999
Firehouse,Talk Of The Town,1992,glam metal|hard rock|heavy metal|country rock|classic rock|ballad|glam rock|grunge|soft rock|jazz|rock|power metal|progressive metal|pop rock|alternative rock|progressive rock|hair metal|funk|singer-songwriter|dance|united states|electronic|house|male vocalist|80s|melodic rock|party music|pop|american|metal|90s|acoustic|progressive|country|male|italy|melodic metal|glam|aor|christmas music|north carolina|pop metal,0.43497603179,,0.0,278.12526000000003,119.423,275.61500000000001
Samy Deluxe,Denk,2004,hip hop|pop rap|chill-out|dancehall|rap|reggae|germany|german|german hip hop|german rap|pop|beats|urban|gangsta|hamburg|beautiful|sexy|funny|german artist|deutschsprachig|european|conscious|hamburger schule|deutsch hiphop|battle rap|eimsbush|spoken word|hamburg city,0.393457111376,german|hip hop,0.0,237.19138000000001,164.041,233.529
UFO,Electric Phase / Hot 'n' Ready / Pack It Up 'n' Go / Cherry / Out In The Street / Let It Roll / Too Hot To Handle,0,heavy metal|hard rock|blues-rock|gangster rap|happy hardcore|space rock|instrumental rock|hard trance|classic rock|acid jazz|arena rock|psychedelic rock|progressive rock|rockabilly|oldies|trance|pop rock|electronic|ska|techno|reggae|blues|rock|west coast rap|hip hop|rap|hardcore|punk|male vocalist|metal|british|70s|90s|english|latin|guitar|world|80s|progressive|melodic metal|soundtrack|pop|psychedelic|60s,0.45339908329,latvian,0.0,1819.7677100000001,134.53100000000001,1813.4259999999999
Azukx,124 Stomp,0,hardstyle|trance|techno|downtempo|gabba|hard house|hard trance|dub|electronic|grindcore|breakbeat|death metal|hardcore|tribal|ambient|acid|rock|noise|goa trance|germany|nederland|psychedelic chill|dub ambient|alternative rock,0.0,,0.0,438.90893,123.003,418.16199999999998
Douglas Miller,You Can Make It (Album Version),0,gospel|soul jazz|jazz|black gospel|soul|contemporary jazz|contemporary gospel|dance|traditional gospel|funky|funk soul|groove|inspirational|bass|dj|singer|united states|musical theater|uplifting|praise|choir|saxophone|80s,0.344103645693,,0.0,247.09179,105.958,240.91900000000001
Daniel Johnston,The Story Of An Artist,1982,power pop|pop rock|soundtrack|progressive rock|alternative|singer-songwriter|indie rock|folk|pop|rock|lo-fi,0.473613189375,dance and electronica,0.0,296.54158999999999,106.92700000000001,293.40199999999999
Criminal Class USA is Hush Hush Revolution,Many Weapons Many Men,0,ghetto tech|punk,0.0,,0.0,174.18404000000001,146.93000000000001,165.465
Noemí,Será cuando regreses,0,musica|hardstyle|rave|eurodance|blues|trance|dance|funk|techno|female vocalist|r&b|electronica|italian|soul|vocal trance|pop|electronic|indie|german|euro-trance|dream dance|song writer|italian music|pop italiana|sweet voice|x factor,0.442968188735,,0.0,178.23302000000001,88.304000000000002,173.935
Casiotone For The Painfully Alone,Attic Room,2003,trip hop|indietronica|electro|neofolk|indie rock|folktronica|downtempo|electronic|electropop|glitch|soundtrack|hip hop|rock|synthpop|indie pop|electronica|intelligent dance music|reggae|experimental|germany|abstract|singer-songwriter|lo-fi|chill-out|united states|indie|male vocalist|pop|alternative|ambient|classical|american|00s|beautiful|california|alternative pop|duyster|sad|alternative rock,0.394217198901,dance and electronica,0.0,188.94322,99.076999999999998,183.542
Will Ackerman,A Movie Of A Placid Lake On A Moonless Night in September,1992,chamber jazz|chill-out|easy listening|celtic|guitar|acoustic|new age|instrumental|beautiful|electronica|relax|adult alternative|acoustic guitar|ambient|american|contemporary instrumental|sad|electronic|classical|piano|minimal|germany|composer|guitar virtuoso|deep|fingerstyle|solo|fingerstyle guitarist,0.387081084454,,0.0,384.60036000000002,92.331000000000003,365.209
Michael Salgado,Te Vas Angel Mio,0,tejano|chorus|latin|country|latin pop|los angeles|tex mex|mariachi|reggaeton|san antonio|club|united states|song writer|world|dj|mix|original|dream,0.318024619795,,0.0,212.63628,154.16399999999999,204.11500000000001
The Prodigy,Firestarter,1996,hardcore techno|rave|hip hop|techno|rap|england|rock|electronic|beat|club dance|electronic music|breakbeat|california|big beat|dance-punk|breakbeat hardcore|club|electronica|dub|funk|vocal|alternative rock|electro|soundtrack|beats|underground|pop|heavy|punk|guitar|classic|hardcore|synth|female|acid|bass|alternative|soul|funky|remix|united states|producer|acid house|psychedelic|energetic|industrial|minimal|melodic|hypnotic|deep|metal|groove|indie|noise|70s|dark|90s,0.601436482837,electronic|british|big beat|techno|hardcore|uk|electropunk|braintree|dance and electronica|breakbeat hardcore|dance-punk|electro|dance|2005|britannique|electronica|english|alternative rock|rave|industrial,0.0,225.09669,94.233999999999995,225.09700000000001
Virtuoso,Rakkahin -Be My Love-,0,flamenco|neoclassical|hardcore hip hop|cabaret|orchestra|waltz|string|vaudeville|hip hop|rap|jazz|guitar|virtuoso|underground hip hop|funk|classical|electro|rock|piano|metal|progressive|violin|indie|pop|soul|spanish|dark|underground rap|punk|american|folk|vocal|acoustic|latin|fusion|japan,0.400624308692,,0.0,155.11465000000001,123.869,146.245
Phil Collins,Testify,2002,soft rock|pop rock|ballad|easy listening|classic rock|adult contemporary|singer-songwriter|new romantic|rock|oldies|soundtrack|progressive rock|downtempo|male vocalist|pop|new wave|grunge|80s|funk|british|emo|hard rock|90s|alternative rock|mellow|beautiful|alternative|soul|piano|acoustic|electronic|indie|punk|metal,0.584836888719,british|soft rock|jazz|rock|adult contemporary|progressive rock|english|pop|uk|pop rock|classic pop and rock,0.0,392.82893000000001,85.082999999999998,381.99099999999999
P.o.d,Kaliforn-Eye-A (Feat. Mike Muir),0,alternative metal|rap metal|hard rock|reggae|heavy metal|rock|punk|modern rock|rapcore|game|grunge|rap|funk|jazz|soundtrack|instrumental|guitar|comedy|metal|hardcore|country|ambient|bass|united states,0.533085375157,,0.0,267.80689000000001,96.980000000000004,252.10499999999999
Adam Ant,Mohair Locker Room Pin-Up Boys,1998,pop rock|new wave|dance rock|rock|new romantic|europop|beat|british pop|louisiana blues|gothic rock|glam rock|alternative rock|synthpop|techno|electronic|punk|acid jazz|ska|classic rock|pop|soundtrack|united states|singer-songwriter|house|blues|germany|acid|dance|british|80s|jazz|male vocalist|female vocalist|european|alternative|instrumental|sexy|classical|gothic|english|indie|hardcore|industrial,0.454231156571,uk|british|english,0.0,226.50729999999999,82.048000000000002,223.52699999999999
Total Fucking Destruction,Enslaved By Propaganda,2007,experimental rock|grindcore|hardcore punk|progressive metal|heavy metal|death metal|united states|punk|metal|american|experimental|psychedelic|noise|hardcore|political|crust|grind|noise core|brutal|angry|deathgrind|crustcore|speed|experimental grindcore|grindcrust,0.44324531259,,0.0,132.17913999999999,178.249,132.179
Ultraviolence,Stars (GROWTH Ultraviolence Mix),0,gabba|happy hardcore|hardcore techno|hard trance|techno|digital hardcore|symphonic rock|hardstyle|electronic|hardcore|grunge|trance|industrial dance|power noise|grindcore|trip hop|pop rock|heavy metal|industrial metal|death metal|doom metal|soft rock|nu metal|dub|industrial|power pop|hard rock|electro|hip hop|hardcore punk|rock|indie rock|ebm|alternative rock|acid|electronica|united states|experimental|alternative|thrash metal|breakbeat|synthpop|minimal|british|germany|gothic rock,0.374449430497,,0.0,271.12443999999999,174.49000000000001,262.26900000000001
Tresenlesen,Rülpsen Sie Eine Hauptstadt,1995,comedy|stand-up comedy|german|cabaret|party music|world reggae|germany|comedian,0.215021295324,,0.0,513.61914000000002,111.756,510.108
New York Dolls,Human Being (1972 demo),0,glam rock|hard rock|protopunk|rock 'n roll|blues-rock|glam metal|garage rock|rock|rockabilly|stoner rock|punk|glam|classic rock|power pop|pop punk|new wave|alternative rock|heavy metal|progressive rock|blues|united states|emo|indie rock|album rock|new york punk|male vocalist|70s|new york|alternative|sexy|indie|80s|american|metal|classic|garage|germany|french|hardcore|lo-fi|thrash metal,0.479308459338,punk|usa|classic pop and rock|protopunk|rock|american|punk rock|glam punk,0.0,354.01098000000002,131.34800000000001,354.01100000000002
The Weegs,Wouldn't Last a Weeg,0,no wave|rock|punk|deathrock|noise|minimal|gothic,0.0,,0.0,171.57178999999999,87.734999999999999,163.82300000000001
Cutting Edge,Tune In,0,grunge|progressive metal|new wave|progressive rock|hip hop|rap|alternative rock|rock|80s|punk|japanese|alternative|indie|ambient|gothic|urban|political|west coast rap|4ad|alternative 80s|metal punk|r&b,0.346419946826,,0.0,358.71301999999997,83.066000000000003,347.96300000000002
Funeral For A Friend,All Hands On Deck part 2: Open Water [Album Version],2007,post-hardcore|screamo|emo|rock|hardcore|alternative|punk|emocore|emo rock|grunge|soundtrack|heavy metal|metal|acoustic|heavy|emotional|indie|80s,0.593473085386,rock and indie,0.0,228.64934,90.097999999999999,220.648
Kai Winding,Doodlin',1961,hard bop|bebop|latin jazz|jazz|funk|blues|mainstream jazz|instrumental|trombone|soul|mondiovision|60s|piano|70s|saxophone|composer|swing|50s|jam|drums|trombone jazz|psychedelic,0.316354000822,,0.0,212.92363,112.22199999999999,206.84899999999999
Pat Metheny,Hermitage,1979,free jazz|jazz|fusion|post-bop|modern jazz|world music|guitar jazz|blues|soundtrack|acoustic|guitar|bass|piano|beautiful|classic|percussion|instrumental|trumpet|classical|rock|acoustic guitar|jazz guitar|swing|guitarist,0.463979513898,jazz and blues,0.0,338.02404000000001,103.562,325.38099999999997
Gary Go,Open Arms,2009,british pop|singer-songwriter|pop rock|indie pop|funk|male vocalist|alternative rock|pop|jazz|british|mellow|rock|alternative|indie|epic|uplifting|acoustic|beautiful|soul|00s|funky|england|dreamy|indie folk|alternative pop|groovy|adult contemporary|adult alternative|summer sundae 2008,0.451957690147,,0.0,217.86077,159.16399999999999,214.721
Brainchoke,Untitled,0,grindcore|death metal|rock|grind|metal|british|grind death metal|alternative rock,0.26402710106,,0.0,53.811790000000002,99.653999999999996,53.811999999999998
Hot Club Of Cowtown,The Magic Violin,2009,western swing|honky tonk|jump blues|boogie-woogie|jazz|singer-songwriter|blues|alternative country|chill-out|swing|country|americana|rock|indie|acoustic|texas|piano|big band|jazz vocal|cover|jazz guitar|retro swing|banjo|western|hot jazz|clubbing|sxsw 2009|folk jazz|jazz folk|folk rock groups|hillbilly swing,0.389847526573,folk,0.0,163.10812000000001,148.077,163.108
Bill Murk,I Will Call Upon the Lord,0,hard house|hardstyle|hip hop|techno|intelligent dance music|jazz|electronic|italy|minimal|experimental|ambient|hardcore|house|latin|breakbeat|nederland|funk soul|r&b,0.0,,0.0,109.322,149.97200000000001,101.471
He Is Legend,Stampede,2006,southern rock|post-hardcore|screamo|christian metal|melodic hardcore|christian rock|stoner rock|alternative metal|christian hardcore|melodic metalcore|metalcore|heavy metal|ska|death metal|alternative rock|emo|hard rock|rock|black metal|indie rock|punk|united states|progressive rock|electronica|hardcore|metal|acoustic|indie|alternative|experimental|american|electronic|christian|industrial|00s|emocore|epic|progressive|southern|north carolina|energy|thrash metal|2 step,0.505012391947,post-hardcore|southern rock|rock|american,0.0,207.12443999999999,97.968999999999994,207.124
Nikos Kalaintzis,Chira,0,greek,0.0,,0.0,314.01751000000002,100.441,305.56900000000002
Ivan Parker,"Then He Said_ ""Sing",0,country gospel|chanson|southern gospel|easy listening|spiritual|jazz|pop|electronic|christian|gospel|synthpop|male vocalist|inspirational|praise & worship|contemporary gospel|christmas music|french|praise|tennessee|holiday|traditional gospel|r&b,0.311097049524,,0.0,207.90812,91.963999999999999,200.446
Daara J,Le Precipice,0,afrobeat|reggae|hip hop|rap|conscious|world|jazz|africa|african|country|folk|electronic|house|raga|traditional|beautiful|contemporary jazz|world fusion|french|funk soul|francophone|senegal|european|rap francais|womad|african hip hop|afropop|womad 2007|bbc|senegalese|territorios sevilla|womad uk 07 artists|senegalese rap|french hip hop,0.300734603902,world,0.0,261.61586999999997,91.004999999999995,255.303
New Found Glory,Don't Let Her Pull You Down,2009,pop punk|emo|rock|punk|hardcore|alternative|florida|punk pop|energetic|guitar|group|original|pop|united states,0.548228209192,,0.0,208.27383,192.06999999999999,191.28
María Elena Walsh,La Mona Jacinta,2000,lullaby|tango|latin|spanish|60s|piano|70s|poetry|argentina|argentinian|children music|buenos aires,0.257062920296,,0.0,150.09914000000001,131.55199999999999,138.89599999999999
Mindy McCready,Ten Thousand Angels,1996,female vocalist|contemporary country|country|country pop|rock|american|pop|folk|90s|female|diva|new traditionalist country|female country|country divas|talented ladies|connecticut|country female|pop country|ctt|north america|90s country,0.431882756338,,0.0,231.83627999999999,100.881,215.78899999999999
Joy Division,Leaders Of Men,1978,alternative|indie|gothic rock|guitar|soundtrack|dark|classic|melancholia|gothic|female|pop|industrial|rock|poetry|electronic|loud|influential,0.57629465114,post-punk|uk|british|new wave|english|80s|goth|rock and indie|70s|manchester|britannique,0.0,141.08689000000001,150.03999999999999,136.11500000000001
Don Francisco,Overture (Genesis & Job),0,ccm|southern gospel|christian rock|folk-pop|deep house|folk rock|soft rock|inspirational|spiritual|contemporary christian|pop rock|alternative rock|folk|christian|rock|indie|electronic|house|gospel|worship music|american|acoustic|country|united states|praise & worship|blues-rock|colorado|christian indie|praise|60s rock|male vocalist|christian folk|christian acoustic|christian praise and worship|r&b,0.372298572947,,0.0,311.22239999999999,68.537000000000006,295.04399999999998
Kaskaad,Mohawk Hunt,0,dubstep|dub|electronica|experimental|neurofunk,0.220210450092,,0.0,414.9024,87.507000000000005,408.596
Chantal Chamandy,Zindegi,0,dance pop|tech house|electronic|house|disco|world music|electro|synthpop|dance|pop|united states|vocal|canadian|adult contemporary|turkish|diva|turkish pop|garage house|female singer-songwriter|lebanese|egypt|female solo artist|egyptian|turkish pop history|euro-house|alternative rock,0.315025710379,,0.0,256.15627999999998,84.959999999999994,249.649
Joy Division,A Means To An End [Live at Birmingham University] [2007 Re-mastered],0,alternative|indie|gothic rock|guitar|soundtrack|dark|classic|melancholia|gothic|female|pop|industrial|rock|poetry|electronic|loud|influential,0.57629465114,post-punk|uk|british|new wave|english|80s|goth|rock and indie|70s|manchester|britannique,0.0,241.08363,133.33099999999999,231.51499999999999
Eason Chan,Been Sick Lung,0,cantonese pop|chinese music|trance|hip hop|rap|singer-songwriter|dance|r&b|male vocalist|pop|chinese|electronic|japanese|male|singer|sad|hong kong|cantonese|idol|chill-out|taiwan|cpop|mandarin|china|chinese pop|love song,0.395217687049,chinese|mandarin|hong kong,0.0,226.55955,119.977,223.56800000000001
Cherish The Ladies,The Shaskeen / Gan Ainm,1999,irish folk|jig|celtic rock|celtic|celtic folk|world music|female vocalist|christmas music|united states|traditional irish|irish|folk|world|traditional|traditional irish folk|rock|alternative|scottish|ambient|instrumental|new age|female vocals|emusic|fiddle|holiday|ireland|all-female|flute|folklore|choir|connecticut|ctt|celtic music|scottish folk|festival|irish trad folk,0.390020825482,folk,0.0,134.81751,118.182,130.084
Ino,Silence tells you all,0,techno|tech house|game|j pop|hardcore|electronic|deep house|dub|club|quebec|gabba|house|dj|remix|deep|mix|brazil|original|soul|groove|sad|noise|acid|rock|net label|lounge|piano|metal|funny|funky|japan|united states|free|fresh|european,0.36979471399,,0.0,392.35872999999998,124.997,383.73899999999998
Jennifer Lopez,Play,2001,dance pop|pop|latin|urban|latin pop|ballad|club|rap|singer|vocal|romantic|sexy|party music|cover,0.56091265733,pop and chart,0.0,211.56525999999999,104.79600000000001,211.565
Jerry Butler,Let It Be Me(with Betty Everrett),0,chicago soul|northern soul|doo-wop|disco|ballad|jazz funk|funk|soft rock|r&b|blues-rock|europop|country rock|soul|rock|motown|soul jazz|rock 'n roll|german pop|electric blues|beach music|downtempo|soundtrack|jazz|trip hop|pop rock|blues|psychedelic rock|oldies|classic rock|hip hop|rockabilly|breakbeat|easy listening|pop|united states|reggae|electronic|funk soul|male vocalist|60s|psychedelic|germany|vocal|american|instrumental|70s|lounge,0.389589781113,,0.0,164.70159000000001,71.171000000000006,151.50999999999999
